State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Tamil Nadu,79.87,Yamaha,R15 V4,255087.0,2021,960.0,Electric,91.7,Second,2021.0,Expired,Individual,134704.57,Tier 2
Uttar Pradesh,20.96,Royal Enfield,Hunter 350,112737.0,2023,549.0,Petrol,27.66,Second,2024.0,Active,Dealer,75113.33,Tier 2
Maharashtra,60.33,Bajaj,Ct 100,73908.0,2023,370.0,Petrol,37.17,Third,2024.0,Not Available,Dealer,44940.75,Tier 3
Delhi,19.35,Ktm,390 Adventure,371922.0,2024,484.0,Hybrid,68.31,Second,2024.0,Active,Dealer,242246.8,Tier 3
West Bengal,45.03,Hero,Hf Deluxe,202593.0,2024,625.0,Hybrid,95.47,First,2024.0,Active,Individual,156648.85,Tier 2
Punjab,62.02,Honda,Dio,327874.0,2023,176.0,Hybrid,78.48,Second,2023.0,Active,Dealer,131663.19,Tier 2
West Bengal,22.29,Ktm,125 Duke,206595.0,2024,810.0,Electric,68.83,Second,2024.0,Not Available,Dealer,165241.25,Tier 2
Maharashtra,12.84,Honda,Dio,270426.0,2018,898.0,Petrol,56.19,Second,2023.0,Not Available,Dealer,203951.48,Tier 2
Gujarat,75.12,Hero,Hf Deluxe,88489.0,2023,463.0,Electric,76.07,Second,2023.0,Expired,Individual,55579.4,Metro
Karnataka,24.6,Honda,Unicorn,207380.0,2015,669.0,Electric,79.74,Second,2022.0,Not Available,Dealer,133472.89,Tier 2
Punjab,79.52,Ktm,Rc 390,154613.0,2015,825.0,Hybrid,95.56,Second,2021.0,Active,Individual,93652.63,Metro
West Bengal,65.46,Yamaha,R15 V4,179632.0,2016,762.0,Petrol,35.17,Second,2023.0,Active,Individual,108782.65,Tier 3
Punjab,75.53,Bajaj,Platina 110,113294.0,2022,243.0,Petrol,58.71,Second,2023.0,Expired,Individual,45490.26,Metro
Karnataka,44.8,Honda,Cbr 650R,50372.0,2023,820.0,Petrol,27.88,Second,2023.0,Not Available,Individual,30495.43,Metro
Rajasthan,7.95,Hero,Glamour,84506.0,2024,596.0,Hybrid,61.67,Second,2024.0,Not Available,Individual,47361.9,Tier 2
Punjab,51.37,Yamaha,Fz V3,384758.0,2018,828.0,Hybrid,70.2,Third,2021.0,Active,Individual,274325.23,Tier 1
West Bengal,16.16,Yamaha,Fascino 125,338666.0,2021,322.0,Hybrid,67.3,Third,2021.0,Not Available,Individual,133472.89,Tier 1
Tamil Nadu,77.12,Hero,Xtreme 160R,90459.0,2023,829.0,Petrol,52.25,Second,2023.0,Not Available,Dealer,48732.78,Tier 3
Gujarat,8.35,Kawasaki,Z650,207582.0,2024,738.0,Hybrid,70.2,First,2024.0,Not Available,Individual,121664.66,Tier 3
Tamil Nadu,72.77,Kawasaki,Z650,123678.0,2022,317.0,Hybrid,94.77,First,2022.0,Active,Dealer,96374.82,Metro
Madhya Pradesh,5.62,Yamaha,Mt-15,69581.0,2022,644.0,Petrol,25.25,First,2022.0,Active,Individual,54573.41,Tier 1
Karnataka,30.07,Kawasaki,Vulcan S,257920.0,2022,613.0,Hybrid,79.03,Second,2023.0,Not Available,Individual,156348.11,Tier 3
Rajasthan,56.93,Royal Enfield,Classic 350,395080.0,2016,552.0,Petrol,70.2,Third,2021.0,Not Available,Dealer,289983.6,Metro
Gujarat,76.95,Yamaha,Fz V3,365910.0,2022,656.0,Hybrid,94.18,Third,2024.0,Not Available,Individual,180553.32,Tier 1
Karnataka,75.48,Royal Enfield,Hunter 350,345237.0,2021,841.0,Petrol,37.55,Second,2024.0,Active,Individual,152965.87,Tier 2
West Bengal,65.63,Bajaj,Ct 100,134121.0,2024,401.0,Petrol,32.55,Second,2024.0,Expired,Dealer,78547.55,Metro
Punjab,16.5,Bajaj,Ct 100,393660.0,2023,872.0,Electric,72.27,Second,2023.0,Expired,Individual,133472.89,Tier 1
Gujarat,56.82,Yamaha,R15 V4,272986.0,2017,364.0,Petrol,54.09,Third,2024.0,Expired,Dealer,184834.52,Tier 1
West Bengal,25.84,Bajaj,Platina 110,84667.0,2020,273.0,Petrol,27.51,Third,2024.0,Active,Individual,48197.37,Tier 1
Uttar Pradesh,10.0,Honda,Shine,342869.0,2018,479.0,Electric,77.72,Second,2023.0,Not Available,Individual,240583.32,Tier 1
Gujarat,44.63,Bajaj,Ct 100,366348.0,2022,886.0,Electric,93.41,Second,2022.0,Not Available,Dealer,282583.23,Tier 1
Maharashtra,42.1,Royal Enfield,Interceptor 650,324000.0,2024,858.0,Electric,77.69,Third,2024.0,Expired,Dealer,194954.41,Metro
Madhya Pradesh,5.25,Yamaha,Fz V3,164919.0,2023,223.0,Petrol,55.17,Third,2024.0,Expired,Individual,75071.57,Tier 2
Rajasthan,63.46,Tvs,Ntorq 125,262469.0,2021,127.0,Electric,67.68,Second,2021.0,Not Available,Individual,115968.41,Tier 2
Madhya Pradesh,71.21,Royal Enfield,Classic 350,211394.0,2024,884.0,Hybrid,93.73,Second,2024.0,Not Available,Dealer,161882.72,Tier 1
Madhya Pradesh,63.88,Hero,Splendor Plus,191695.0,2019,716.0,Petrol,59.91,Second,2023.0,Not Available,Dealer,110814.32,Tier 1
Tamil Nadu,38.33,Royal Enfield,Hunter 350,73748.0,2021,313.0,Electric,88.57,First,2021.0,Expired,Dealer,53214.1,Tier 2
Rajasthan,6.46,Ktm,250 Duke,299212.0,2019,196.0,Hybrid,76.9,Third,2021.0,Not Available,Dealer,152855.25,Tier 3
Punjab,6.14,Ktm,Duke 200,339049.0,2018,887.0,Hybrid,99.63,Second,2022.0,Active,Individual,215525.62,Tier 2
Uttar Pradesh,65.0,Royal Enfield,Classic 350,320238.0,2021,369.0,Petrol,44.16,First,2021.0,Not Available,Dealer,207015.22,Tier 3
Tamil Nadu,59.62,Hero,Xtreme 160R,255070.0,2022,211.0,Hybrid,70.2,Second,2024.0,Expired,Dealer,171882.64,Tier 2
Madhya Pradesh,78.97,Kawasaki,Versys 650,121273.0,2021,791.0,Petrol,47.02,Second,2023.0,Expired,Dealer,73284.78,Tier 1
Gujarat,11.02,Honda,Dio,309480.0,2021,785.0,Petrol,31.85,Second,2022.0,Active,Dealer,142974.6,Tier 1
West Bengal,49.35,Kawasaki,Vulcan S,59188.0,2020,346.0,Petrol,27.38,Second,2021.0,Active,Individual,25108.09,Tier 3
Punjab,65.33,Kawasaki,Vulcan S,88446.0,2021,835.0,Petrol,49.17,First,2021.0,Expired,Dealer,42008.39,Tier 2
Rajasthan,33.89,Yamaha,Ray Zr,248908.0,2015,107.0,Hybrid,76.05,Second,2021.0,Active,Dealer,152896.0,Metro
Delhi,39.04,Ktm,250 Duke,214272.0,2023,671.0,Hybrid,75.84,Second,2023.0,Not Available,Dealer,161811.48,Tier 3
Punjab,12.08,Royal Enfield,Meteor 350,363345.0,2020,103.0,Electric,81.11,Second,2022.0,Not Available,Dealer,215422.79,Tier 2
Delhi,65.75,Royal Enfield,Hunter 350,353893.0,2023,165.0,Electric,61.93,Second,2024.0,Expired,Dealer,231506.87,Tier 2
Punjab,42.28,Bajaj,Avenger 220,77951.0,2024,351.0,Electric,78.87,Third,2024.0,Active,Individual,58220.21,Tier 3
West Bengal,35.87,Bajaj,Platina 110,56417.0,2017,517.0,Electric,90.94,Second,2021.0,Expired,Individual,25499.93,Tier 1
Madhya Pradesh,5.74,Bajaj,Avenger 220,383892.0,2019,541.0,Electric,92.75,Second,2022.0,Active,Individual,248501.3,Metro
Madhya Pradesh,22.96,Hero,Passion Pro,63265.0,2022,799.0,Hybrid,95.06,Second,2024.0,Expired,Individual,47944.2,Tier 3
Rajasthan,75.91,Royal Enfield,Himalayan,61672.0,2024,645.0,Petrol,25.86,Second,2024.0,Not Available,Dealer,48989.86,Metro
Tamil Nadu,73.67,Ktm,125 Duke,353603.0,2018,268.0,Petrol,70.2,Second,2021.0,Active,Individual,246800.18,Tier 1
Rajasthan,78.3,Royal Enfield,Himalayan,175782.0,2021,236.0,Electric,74.72,Second,2021.0,Expired,Dealer,139732.72,Tier 3
Karnataka,74.6,Ktm,250 Duke,222915.0,2015,550.0,Hybrid,82.16,Third,2022.0,Expired,Individual,107056.99,Metro
Madhya Pradesh,21.28,Tvs,Sport,113718.0,2018,815.0,Petrol,70.2,Second,2021.0,Active,Individual,50060.84,Tier 1
Madhya Pradesh,25.38,Kawasaki,Vulcan S,356045.0,2017,360.0,Petrol,31.76,Second,2023.0,Not Available,Individual,217375.2,Tier 1
Madhya Pradesh,30.64,Yamaha,R15 V4,146249.0,2022,128.0,Hybrid,81.15,Second,2022.0,Active,Individual,75181.97,Tier 3
Delhi,60.9,Bajaj,Dominar 400,284915.0,2016,223.0,Electric,85.82,Third,2023.0,Expired,Individual,223868.57,Tier 2
Tamil Nadu,75.93,Honda,Activa,354225.0,2023,437.0,Electric,77.1,Second,2023.0,Not Available,Individual,133472.89,Tier 1
Punjab,7.91,Tvs,Sport,224102.0,2024,488.0,Petrol,57.95,Second,2024.0,Active,Dealer,111554.27,Tier 2
West Bengal,26.68,Tvs,Jupiter,246399.0,2016,798.0,Hybrid,81.56,Second,2024.0,Expired,Dealer,171554.59,Tier 1
Gujarat,28.34,Ktm,Rc 390,215916.0,2016,423.0,Petrol,25.88,Second,2023.0,Expired,Dealer,133472.89,Metro
Tamil Nadu,14.63,Honda,Activa,237027.0,2024,129.0,Hybrid,66.76,Second,2024.0,Expired,Individual,132003.45,Tier 3
Delhi,22.07,Bajaj,Pulsar 150,393756.0,2024,425.0,Petrol,26.78,Second,2024.0,Not Available,Individual,173027.01,Tier 1
Rajasthan,62.75,Honda,Shine,201237.0,2023,993.0,Petrol,34.23,Second,2024.0,Expired,Dealer,140152.08,Tier 3
Delhi,22.82,Tvs,Jupiter,157913.0,2017,276.0,Hybrid,74.66,Second,2022.0,Expired,Individual,89861.77,Metro
West Bengal,26.76,Honda,Dio,246007.0,2024,939.0,Petrol,38.78,Second,2024.0,Active,Dealer,121562.65,Tier 1
Madhya Pradesh,9.17,Bajaj,Dominar 400,213545.0,2022,318.0,Petrol,41.03,First,2022.0,Active,Dealer,133748.29,Tier 1
West Bengal,48.35,Yamaha,Mt-15,58181.0,2023,692.0,Hybrid,66.41,Second,2023.0,Expired,Dealer,43343.01,Tier 3
Rajasthan,42.995,Royal Enfield,Classic 350,146299.0,2024,658.0,Hybrid,91.44,Second,2024.0,Active,Dealer,116309.72,Tier 2
Rajasthan,59.51,Kawasaki,Vulcan S,165699.0,2023,358.0,Hybrid,95.03,Second,2024.0,Active,Individual,113323.93,Tier 1
Maharashtra,58.95,Yamaha,R15 V4,67760.0,2019,522.0,Petrol,47.3,Second,2022.0,Not Available,Dealer,53063.69,Metro
Rajasthan,76.93,Hero,Glamour,232644.0,2020,820.0,Hybrid,86.1,Second,2024.0,Not Available,Individual,100729.95,Metro
Rajasthan,11.9,Honda,Unicorn,164495.0,2020,217.0,Hybrid,83.15,Second,2022.0,Expired,Dealer,76031.46,Metro
Maharashtra,63.62,Yamaha,R15 V4,307090.0,2024,786.0,Hybrid,89.65,Second,2024.0,Active,Individual,138858.01,Tier 2
West Bengal,77.88,Ktm,Duke 200,336993.0,2023,228.0,Petrol,70.2,Second,2024.0,Expired,Dealer,255309.82,Tier 3
Delhi,33.78,Bajaj,Ct 100,313047.0,2020,629.0,Hybrid,95.8,Second,2024.0,Expired,Individual,217543.21,Tier 3
Punjab,8.29,Yamaha,Fascino 125,150642.0,2022,948.0,Electric,60.1,Second,2022.0,Not Available,Individual,133472.89,Tier 3
Rajasthan,49.44,Honda,Unicorn,395126.0,2022,123.0,Hybrid,98.29,Second,2022.0,Expired,Individual,169603.62,Tier 3
Madhya Pradesh,72.2,Ktm,Rc 390,358127.0,2022,837.0,Electric,86.82,Second,2022.0,Expired,Individual,170032.47,Tier 2
Uttar Pradesh,11.93,Honda,Dio,75193.0,2022,916.0,Hybrid,91.26,Second,2024.0,Active,Individual,31496.42,Tier 3
West Bengal,23.2,Yamaha,R15 V4,188419.0,2023,584.0,Petrol,35.97,Second,2023.0,Expired,Individual,129182.78,Tier 3
Punjab,59.44,Honda,Cbr 650R,94390.0,2019,237.0,Petrol,25.67,Second,2022.0,Expired,Dealer,39280.38,Tier 3
Madhya Pradesh,57.47,Yamaha,Fz V3,86444.0,2024,839.0,Petrol,52.96,First,2024.0,Not Available,Dealer,43056.52,Tier 1
Karnataka,59.2,Ktm,Rc 390,219655.0,2021,569.0,Electric,93.23,Second,2021.0,Expired,Individual,88272.94,Tier 2
Gujarat,24.27,Yamaha,Mt-15,119176.0,2019,947.0,Electric,83.48,Third,2023.0,Expired,Individual,56289.11,Metro
Gujarat,29.13,Tvs,Apache Rtr 160,133984.0,2021,825.0,Electric,79.55,Third,2022.0,Active,Dealer,102547.84,Tier 1
Punjab,59.31,Bajaj,Dominar 400,369219.0,2016,169.0,Hybrid,63.16,Second,2021.0,Expired,Individual,244983.04,Metro
Punjab,32.23,Kawasaki,Ninja 300,366265.0,2020,178.0,Petrol,26.52,Third,2024.0,Not Available,Individual,219203.4,Tier 3
Delhi,20.41,Ktm,390 Adventure,278668.0,2022,199.0,Hybrid,85.71,Second,2022.0,Expired,Individual,204813.92,Tier 3
Rajasthan,64.48,Hero,Hf Deluxe,340992.0,2022,430.0,Hybrid,72.41,Third,2022.0,Expired,Individual,140158.55,Tier 3
Maharashtra,50.59,Yamaha,Fz V3,371840.0,2021,525.0,Hybrid,84.23,Second,2021.0,Not Available,Dealer,177145.87,Tier 1
Madhya Pradesh,72.46,Royal Enfield,Hunter 350,117849.0,2023,450.0,Petrol,37.19,Second,2023.0,Not Available,Dealer,82184.86,Metro
Tamil Nadu,48.76,Hero,Xtreme 160R,393707.0,2024,995.0,Petrol,37.45,Third,2024.0,Expired,Individual,177994.38,Tier 3
Delhi,18.68,Bajaj,Ct 100,390081.0,2022,480.0,Hybrid,70.2,Second,2022.0,Expired,Individual,273064.16,Tier 3
Punjab,60.82,Royal Enfield,Classic 350,361670.0,2023,278.0,Hybrid,78.62,Second,2023.0,Active,Dealer,243825.6,Tier 1
Tamil Nadu,41.04,Royal Enfield,Interceptor 650,84462.0,2019,188.0,Hybrid,97.35,Second,2022.0,Not Available,Individual,47002.11,Tier 3
Punjab,17.74,Tvs,Jupiter,320920.0,2021,515.0,Electric,90.83,Second,2021.0,Active,Individual,195809.75,Tier 1
Rajasthan,39.13,Honda,Shine,143666.0,2021,656.0,Petrol,43.2,Second,2023.0,Active,Individual,83534.78,Tier 2
Madhya Pradesh,40.13,Ktm,250 Duke,232736.0,2018,662.0,Petrol,39.8,Second,2022.0,Active,Dealer,127850.49,Tier 3
West Bengal,-5.0,Bajaj,Dominar 400,140690.0,2024,113.0,Electric,73.22,Second,2024.0,Not Available,Individual,84032.32,Tier 2
Uttar Pradesh,64.54,Yamaha,Mt-15,315741.0,2022,370.0,Electric,63.56,First,2022.0,Not Available,Individual,213090.6,Metro
Uttar Pradesh,30.55,Honda,Unicorn,176589.0,2021,263.0,Hybrid,61.33,Third,2024.0,Active,Dealer,113382.26,Tier 2
Rajasthan,73.56,Hero,Splendor Plus,200518.0,2022,892.0,Electric,96.81,Second,2022.0,Active,Individual,123431.61,Tier 2
Gujarat,71.0,Royal Enfield,Interceptor 650,283009.0,2023,161.0,Petrol,29.68,Third,2024.0,Not Available,Individual,207806.27,Tier 3
Punjab,34.13,Royal Enfield,Himalayan,233372.0,2020,206.0,Electric,62.93,Second,2022.0,Active,Individual,169932.76,Tier 3
Gujarat,24.84,Yamaha,Mt-15,78890.0,2022,418.0,Petrol,56.01,Second,2024.0,Expired,Dealer,52984.95,Tier 1
Delhi,16.02,Honda,Unicorn,181986.0,2020,901.0,Electric,72.95,Third,2023.0,Active,Dealer,73781.11,Metro
Punjab,26.68,Bajaj,Ct 100,349108.0,2023,954.0,Hybrid,74.74,Second,2023.0,Not Available,Dealer,254974.76,Tier 3
Punjab,27.2,Yamaha,Fz V3,226687.0,2016,569.0,Petrol,52.15,Second,2023.0,Expired,Dealer,112014.23,Tier 2
Maharashtra,62.32,Royal Enfield,Meteor 350,266792.0,2024,932.0,Hybrid,61.66,First,2024.0,Active,Individual,160772.5,Tier 3
Madhya Pradesh,64.29,Hero,Splendor Plus,106311.0,2021,952.0,Electric,62.44,Second,2022.0,Not Available,Individual,63121.06117369871,Tier 3
Karnataka,64.56,Kawasaki,Versys 650,237726.0,2024,988.0,Hybrid,74.14,Second,2024.0,Active,Individual,109541.99,Tier 2
Delhi,18.89,Royal Enfield,Hunter 350,367056.0,2017,812.0,Electric,66.93,Third,2023.0,Not Available,Dealer,203536.46,Metro
Punjab,32.94,Honda,Dio,256611.0,2024,173.0,Electric,64.03,Second,2024.0,Expired,Dealer,123042.52,Tier 3
Delhi,33.69,Hero,Passion Pro,79269.0,2024,978.0,Electric,74.15,Third,2024.0,Active,Individual,38546.94,Tier 1
West Bengal,13.01,Yamaha,Fascino 125,258995.0,2022,489.0,Electric,97.13,Second,2022.0,Not Available,Individual,124352.71,Metro
Uttar Pradesh,55.8,Tvs,Sport,69505.0,2021,649.0,Petrol,39.85,First,2021.0,Expired,Dealer,38718.53,Tier 2
Karnataka,49.95,Ktm,250 Duke,186392.0,2021,193.0,Petrol,30.65,Second,2022.0,Expired,Individual,145272.9,Tier 1
Madhya Pradesh,5.92,Kawasaki,Versys 650,61118.0,2019,111.0,Petrol,32.12,Third,2021.0,Active,Dealer,26896.52,Metro
Gujarat,57.51,Bajaj,Ct 100,224647.0,2024,727.0,Electric,71.38,Third,2024.0,Not Available,Dealer,133472.89,Tier 1
Uttar Pradesh,47.18,Honda,Unicorn,308076.0,2020,695.0,Petrol,41.24,Second,2021.0,Not Available,Dealer,199056.94,Tier 1
Maharashtra,34.33,Bajaj,Pulsar 150,308461.0,2019,504.0,Hybrid,70.2,Second,2024.0,Active,Individual,137073.93,Tier 3
Gujarat,40.46,Royal Enfield,Classic 350,276832.0,2024,251.0,Hybrid,82.38,Third,2024.0,Expired,Dealer,170988.49,Tier 2
West Bengal,69.81,Bajaj,Platina 110,183369.0,2019,449.0,Petrol,26.41,Second,2023.0,Expired,Dealer,92100.31,Tier 3
Gujarat,69.93,Royal Enfield,Hunter 350,300294.0,2015,361.0,Hybrid,90.63,Second,2024.0,Active,Individual,235945.73,Tier 3
Karnataka,75.6,Yamaha,Mt-15,262217.0,2022,996.0,Electric,91.59,Second,2023.0,Not Available,Individual,129443.68,Tier 2
West Bengal,64.65,Tvs,Sport,220343.0,2015,102.0,Electric,97.92,Third,2022.0,Active,Dealer,91269.34,Tier 3
Delhi,54.87,Hero,Hf Deluxe,149728.0,2023,644.0,Electric,80.9,First,2023.0,Not Available,Dealer,75330.47659947575,Metro
Maharashtra,41.72,Tvs,Ronin,144426.0,2023,462.0,Hybrid,70.2,Second,2023.0,Not Available,Dealer,109503.22,Tier 2
Madhya Pradesh,75.75,Hero,Hf Deluxe,135913.0,2021,597.0,Electric,82.06,Second,2023.0,Expired,Individual,72906.34,Tier 2
Rajasthan,36.7,Bajaj,Platina 110,291803.0,2019,735.0,Electric,95.58,Second,2022.0,Active,Individual,191964.75,Tier 3
West Bengal,57.2,Honda,Shine,344616.0,2024,722.0,Petrol,37.43,First,2024.0,Expired,Dealer,190078.94,Tier 3
Madhya Pradesh,18.43,Ktm,125 Duke,394446.0,2017,685.0,Hybrid,93.0,Second,2021.0,Expired,Dealer,212694.32,Tier 1
Madhya Pradesh,24.9,Bajaj,Pulsar 150,263883.0,2022,691.0,Petrol,37.96,Second,2024.0,Not Available,Dealer,173247.6093618669,Metro
Maharashtra,49.88,Royal Enfield,Hunter 350,78822.0,2018,696.0,Petrol,39.02,Second,2021.0,Expired,Individual,54578.92,Tier 2
Maharashtra,70.93,Honda,Dio,387540.0,2024,350.0,Petrol,34.28,First,2024.0,Not Available,Individual,214775.03,Tier 3
Karnataka,51.38,Royal Enfield,Hunter 350,110075.0,2023,813.0,Electric,89.96,Second,2024.0,Expired,Individual,80501.91,Tier 1
Gujarat,27.55,Honda,Dio,223686.0,2020,689.0,Petrol,31.21,Second,2023.0,Active,Individual,103902.08,Tier 1
Madhya Pradesh,42.63,Yamaha,R15 V4,390849.0,2022,465.0,Petrol,47.94,Second,2022.0,Active,Individual,229786.87,Metro
West Bengal,59.82,Royal Enfield,Meteor 350,90082.0,2022,155.0,Electric,70.2,Third,2024.0,Not Available,Individual,63373.05,Tier 1
Rajasthan,43.26,Ktm,390 Adventure,127439.0,2022,631.0,Hybrid,76.61,Second,2022.0,Active,Individual,61459.07,Tier 3
Maharashtra,14.46,Yamaha,Ray Zr,289716.0,2022,957.0,Petrol,47.45,Second,2023.0,Not Available,Dealer,174487.04,Tier 3
Tamil Nadu,13.59,Royal Enfield,Himalayan,363323.0,2020,277.0,Electric,71.24,Second,2022.0,Active,Individual,251396.38,Tier 2
Maharashtra,22.39,Royal Enfield,Meteor 350,156949.0,2018,786.0,Petrol,36.36,Second,2024.0,Expired,Dealer,114892.89,Tier 2
Rajasthan,62.26,Royal Enfield,Interceptor 650,139291.0,2015,546.0,Petrol,44.32,Second,2023.0,Active,Individual,94015.39,Tier 3
Punjab,20.9,Yamaha,R15 V4,147141.0,2024,505.0,Electric,62.34,Second,2024.0,Not Available,Individual,92024.55,Tier 2
Uttar Pradesh,43.03,Ktm,390 Adventure,82407.0,2020,407.0,Hybrid,87.98,Third,2021.0,Expired,Individual,42210.59,Tier 3
Delhi,48.64,Yamaha,Mt-15,287235.0,2024,533.0,Hybrid,73.54,Third,2024.0,Expired,Individual,206120.62,Tier 1
Tamil Nadu,12.46,Tvs,Apache Rtr 160,179570.0,2017,759.0,Petrol,26.13,Second,2024.0,Expired,Dealer,85801.53,Tier 3
Madhya Pradesh,17.84,Kawasaki,Ninja 300,96686.0,2020,180.0,Petrol,35.21,Third,2024.0,Not Available,Dealer,54499.23,Tier 1
Punjab,15.6,Kawasaki,Versys 650,55858.0,2020,832.0,Hybrid,72.48,Second,2024.0,Expired,Individual,29579.44,Tier 1
Maharashtra,69.27,Tvs,Ronin,372593.0,2020,414.0,Petrol,40.85,Second,2023.0,Not Available,Dealer,293582.8,Tier 1
Delhi,32.82,Royal Enfield,Hunter 350,271479.0,2023,463.0,Hybrid,89.43,Second,2023.0,Expired,Individual,143456.54,Tier 1
Karnataka,37.33,Yamaha,Fz V3,89731.0,2020,749.0,Hybrid,78.38,Second,2021.0,Active,Individual,58959.38,Tier 2
Punjab,69.25,Yamaha,Fascino 125,334840.0,2022,265.0,Hybrid,88.98,Second,2022.0,Expired,Dealer,204547.91,Tier 2
Rajasthan,29.35,Honda,Shine,86420.0,2024,592.0,Electric,97.29,Second,2024.0,Expired,Individual,56837.83,Tier 2
Madhya Pradesh,44.28,Hero,Xtreme 160R,364587.0,2023,304.0,Hybrid,0.0,First,2023.0,Not Available,Individual,188720.84,Tier 2
West Bengal,18.65,Kawasaki,Versys 650,184836.0,2023,524.0,Electric,91.0,Second,2024.0,Expired,Individual,140729.09,Metro
Tamil Nadu,46.43,Royal Enfield,Himalayan,61742.0,2018,915.0,Petrol,25.84,Third,2024.0,Expired,Individual,39628.51,Metro
Delhi,47.98,Hero,Xtreme 160R,297387.0,2016,793.0,Petrol,54.28,Second,2021.0,Expired,Dealer,169236.73,Metro
Madhya Pradesh,44.96,Honda,Cbr 650R,123142.0,2018,164.0,Petrol,29.41,Second,2023.0,Expired,Individual,66737.72,Tier 2
Uttar Pradesh,14.4,Yamaha,Fascino 125,177471.0,2023,949.0,Hybrid,69.92,Second,2024.0,Not Available,Dealer,120126.81,Tier 3
Tamil Nadu,78.15,Hero,Splendor Plus,321620.0,2024,435.0,Hybrid,85.93,Third,2024.0,Expired,Dealer,221041.13,Tier 1
Karnataka,27.42,Royal Enfield,Meteor 350,394444.0,2024,337.0,Petrol,32.89,First,2024.0,Expired,Dealer,208382.68,Metro
Karnataka,8.7,Honda,Shine,81464.0,2016,415.0,Petrol,27.04,Second,2021.0,Expired,Individual,44996.45,Tier 2
Uttar Pradesh,42.48,Yamaha,Mt-15,314543.0,2016,117.0,Petrol,0.0,Third,2022.0,Expired,Dealer,238888.95,Tier 3
West Bengal,59.09,Royal Enfield,Himalayan,91940.0,2021,885.0,Hybrid,86.57,Second,2022.0,Active,Individual,56541.1,Tier 1
Gujarat,34.27,Honda,Cbr 650R,227879.0,2017,969.0,Electric,97.38,Second,2022.0,Expired,Dealer,106930.19,Tier 3
Rajasthan,55.51,Honda,Unicorn,75631.0,2023,787.0,Electric,97.75,First,2023.0,Not Available,Dealer,133472.89,Metro
Tamil Nadu,61.4,Ktm,Rc 390,70426.0,2022,750.0,Electric,98.1,Second,2022.0,Active,Individual,48773.49,Tier 3
Uttar Pradesh,10.1,Royal Enfield,Interceptor 650,181296.0,2024,168.0,Electric,60.01,Second,2024.0,Active,Dealer,95010.24,Tier 2
Delhi,49.28,Hero,Splendor Plus,383976.0,2019,501.0,Hybrid,70.2,Second,2023.0,Active,Dealer,196513.76,Tier 3
Gujarat,60.33,Kawasaki,Versys 650,204682.0,2024,209.0,Hybrid,70.2,First,2024.0,Not Available,Dealer,133472.89,Tier 2
Tamil Nadu,71.63,Ktm,Duke 200,320626.0,2022,270.0,Petrol,46.57,Second,2023.0,Not Available,Dealer,156453.23,Tier 1
Karnataka,39.59,Hero,Hf Deluxe,353456.0,2022,911.0,Electric,77.9,Second,2023.0,Not Available,Dealer,210051.88,Tier 1
Delhi,38.31,Bajaj,Ct 100,361321.0,2021,838.0,Electric,61.66,Second,2022.0,Not Available,Individual,222257.52,Tier 2
Gujarat,53.49,Hero,Xtreme 160R,149482.0,2022,783.0,Petrol,58.45,Second,2023.0,Not Available,Dealer,85620.5,Tier 2
Karnataka,6.55,Tvs,Sport,391476.0,2021,746.0,Petrol,26.47,Second,2021.0,Not Available,Dealer,289400.21,Tier 1
Madhya Pradesh,44.41,Tvs,Apache Rtr 160,261298.0,2016,294.0,Electric,72.19,Second,2021.0,Expired,Dealer,162383.27,Tier 3
Rajasthan,38.61,Honda,Shine,323297.0,2022,885.0,Petrol,59.46,Second,2022.0,Active,Individual,192214.41,Tier 3
Rajasthan,34.2,Hero,Glamour,141918.0,2016,665.0,Hybrid,92.49,Third,2021.0,Not Available,Dealer,108790.73,Tier 1
Gujarat,30.04,Ktm,250 Duke,385191.0,2024,943.0,Petrol,70.2,Second,2024.0,Expired,Individual,264312.18,Tier 3
Karnataka,12.14,Hero,Passion Pro,229380.0,2016,717.0,Electric,75.05,Third,2022.0,Active,Dealer,180954.85,Tier 2
Uttar Pradesh,6.39,Honda,Activa,201758.0,2024,442.0,Electric,70.2,Third,2024.0,Expired,Dealer,144345.88,Tier 3
Maharashtra,51.05,Hero,Passion Pro,316005.0,2024,887.0,Electric,91.04,First,2024.0,Expired,Dealer,190040.18,Tier 1
Rajasthan,26.36,Royal Enfield,Interceptor 650,317324.0,2023,997.0,Petrol,30.05,Second,2023.0,Expired,Individual,156133.53,Tier 1
Uttar Pradesh,49.81,Ktm,250 Duke,282371.0,2024,905.0,Hybrid,70.23,Second,2024.0,Not Available,Individual,155145.08,Tier 2
Tamil Nadu,42.44,Hero,Splendor Plus,353786.0,2022,292.0,Electric,72.9,Second,2023.0,Not Available,Individual,250426.81,Tier 3
Gujarat,9.31,Hero,Xtreme 160R,162561.0,2022,379.0,Petrol,52.91,Third,2022.0,Not Available,Dealer,67500.29,Metro
Tamil Nadu,56.28,Kawasaki,Ninja 400,264440.0,2020,595.0,Electric,86.33,Second,2021.0,Active,Individual,196888.48,Tier 1
Punjab,41.71,Honda,Shine,113147.0,2020,403.0,Petrol,52.1,Second,2022.0,Expired,Individual,79703.38,Tier 2
