State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Punjab,24.74,ROYAL ENFIELD,Himalayan,55844,2020,372,Petrol,28.91,second owner,2023,not available,Individual,27329.24,TIER 1
Maharashtra,20.89,  Kawasaki  ,Z650,"₹124,405",2024,265,  Hybrid  ,74.82,3rd,2024,Not Available,Dealer,78764.25,  Tier 2  
Punjab,69.42,HONDA,Shine,316099,2023.0,887,Petrol,52.19,,2023,EXPIRED,Individual,221186.67,  Tier 1  
  Madhya Pradesh  ,71.83,Kawasaki,Ninja 400,86938,2022,930,electric,61.21,FIRST,2022,Not Available,  Dealer  ,44689.35,Tier 3
Maharashtra,14.45,  Royal Enfield  ,Interceptor 650,96704,2020,782,  Electric  ,72.61,3rd,2024,Active,Dealer,69578.19,  Tier 1  
Maharashtra,51.77,HERO,HF Deluxe,369185,2024,766,ELECTRIC,66.06,THIRD,2024,active,Dealer,253762.06,Metro
Uttar Pradesh,60.22,Yamaha,Fascino 125,291756,2021,627,Hybrid,,First,2021,Not Available,Dealer,185103.37,Tier 2
  Madhya Pradesh  ,41.39,HERO,Xtreme 160R,216840,2015,705,  Hybrid  ,80.65,3rd,2022,Expired,Dealer,154093.12,Tier 3
Rajasthan,64.87,  KTM  ,390 Adventure,397676,2021,136,ELECTRIC,92.68,1st,2021,Active,individual,255288.45,TIER 2
West Bengal,25.65,Honda,Unicorn,261209,2017,351,Hybrid,78.96,THIRD,2024,Not Available,Dealer,206077.5,Tier 2
Gujarat,22.24,  Royal Enfield  ,Himalayan,276463,2020,600,  Petrol  ,,second owner,2021,Not Available,Individual,169450.68,Tier 3
tamil nadu,74.53,Yamaha,FZ V3,294647,2024,454,Electric,97.84,THIRD,2024,Expired,dealer,,  Tier 3  
  West Bengal  ,27.22,bajaj,Dominar 400,140272,2021,178,HYBRID,82.47,2nd,2021,Active,  Individual  ,69444.72,tier 2
maharashtra,5.39,royal enfield,Classic 350,265511,2021,391,petrol,40.98,THIRD,2021,,INDIVIDUAL,167970.0,Tier 1
Karnataka,50.18,Hero,Passion Pro,124914,2022,100,electric,96.91,First,2021,Active,Individual,97067.86,  Metro  
Punjab,34.12,TVS,Apache RTR 160,95034,2021,706,Hybrid,97.39,FIRST,2021,Expired,Individual,43397.51,tier 2
  Rajasthan  ,10.27,TVS,Sport,363737,2023,339,Petrol,36.1,Third,2024,  Not Available  ,  Dealer  ,,TIER 1
west bengal,60.83,Bajaj,Avenger 220,284594,2024,711,  Electric  ,63.9,1st,2024,expired,DEALER,221537.82,Tier 1
Tamil Nadu,53.3,Yamaha,R15 V4,99533,2021,410,Electric,63.37,second owner,2024,ACTIVE,Individual,50860.56,Metro
PUNJAB,51.16,YAMAHA,MT-15,280320,2019.0,433,hybrid,78.56,2nd,2024,,  Dealer  ,178357.51,Tier 3
maharashtra,53.56,kawasaki,Ninja 400,379129,2023,589,petrol,46.08,second owner,2024,  Not Available  ,Dealer,257664.4,Metro
  Karnataka  ,46.98,TVS,NTorq 125,"₹129,948",2021,485,ELECTRIC,74.33,SECOND,2021,  Not Available  ,  Individual  ,58647.19,Tier 2
West Bengal,26.26,honda,Activa,227822,2023,324,electric,75.23,Third,2024,Active,Individual,123106.53,Metro
Tamil Nadu,10.49,TVS,Apache RTR 160,50520,2023,564,ELECTRIC,80.69,Second,2023,not available,DEALER,26479.3,  Metro  
tamil nadu,7.27,  TVS  ,Ronin,340198,2023,779,  Hybrid  ,93.75,2nd,2023,EXPIRED,Dealer,222802.83,  Tier 3  
Gujarat,60.03,Kawasaki,Versys 650,306097,2022,838,Petrol,50.84,,2022,expired,Dealer,234504.5,  Tier 3  
  Maharashtra  ,28.57,ROYAL ENFIELD,Meteor 350,197629,2022,294,petrol,50.68,Third,2023,Active,Dealer,146250.16,Tier 3
Rajasthan,27.36,Honda,CBR 650R,167067,2020,911,Electric,,THIRD,2021,Expired,  Dealer  ,100210.43,  Tier 2  
Rajasthan,13.92,Honda,Unicorn,171628,2017,843,Electric,90.41,,2024,  Not Available  ,Dealer,111462.68439007257,  Tier 2  
West Bengal,60.01,hero,Xtreme 160R,306747,2019,535,hybrid,99.88,2nd,2021,expired,Dealer,140083.73,Tier 3
Rajasthan,14.08,Royal Enfield,Classic 350,159249,2021,409,  Electric  ,63.7,2nd,2023,EXPIRED,dealer,115996.88,Tier 3
  West Bengal  ,12.54,HERO,HF Deluxe,85586,2020,572,petrol,37.6,Third,2021,Not Available,Individual,47864.98,TIER 1
  Karnataka  ,67.11,Yamaha,Fascino 125,382953,2024,425,Hybrid,,,2024,expired,Dealer,289883.96,TIER 1
  Maharashtra  ,77.19,honda,Dio,101640,2020,489,hybrid,,2nd,2023,not available,  Dealer  ,69014.3,Tier 1
Delhi,54.74,yamaha,Fascino 125,360926,2024,986,Hybrid,99.37,1st,2024,Active,Individual,163351.98,  Tier 2  
gujarat,70.61,KTM,250 Duke,218063,2023,897,Hybrid,96.16,first owner,2023,Not Available,individual,102800.01,METRO
Delhi,76.79,HONDA,CBR 650R,324556,2024,333,HYBRID,79.42,1st,2024,Not Available,individual,190833.22,  Tier 2  
west bengal,24.02,ktm,390 Adventure,285484,2023,969,Hybrid,77.6,FIRST,2023,Expired,INDIVIDUAL,122625.27,Metro
  Rajasthan  ,64.68,Royal Enfield,Hunter 350,331099,2016,252,  Electric  ,61.22,second owner,2023,Expired,dealer,,Tier 1
Karnataka,19.46,Royal Enfield,Classic 350,213271,2021,500,Electric,87.5,3rd,2021,Expired,Individual,,tier 3
Maharashtra,70.82,ROYAL ENFIELD,Interceptor 650,202139,2022,330,PETROL,31.33,third owner,2024,Expired,DEALER,84327.76,Tier 1
Maharashtra,6.23,Bajaj,Platina 110,86198,2024,988,  Petrol  ,,2nd,2024,active,  Individual  ,68472.93,  Tier 3  
Rajasthan,38.98,kawasaki,Versys 650,221895,2022,284,hybrid,71.44,second owner,2023,Not Available,  Dealer  ,130574.96,  Metro  
Tamil Nadu,18.65,Honda,Shine,365635,2021,272,  Hybrid  ,70.31,Second,2021,,Dealer,206288.4,tier 2
  Delhi  ,61.62,Bajaj,Avenger 220,281356,2021,371,Electric,63.3,3rd,2024,Expired,Individual,152274.54,Tier 2
Karnataka,46.01,Honda,Unicorn,192786,2015,193,ELECTRIC,72.97,SECOND,2022,Active,  Individual  ,131693.81,TIER 2
TAMIL NADU,66.79,TVS,NTorq 125,95019,2024,780,Hybrid,67.75,3rd,2024,ACTIVE,INDIVIDUAL,,Tier 1
Karnataka,77.94,Ktm,Duke 200,159208,2022,605,Petrol,39.93,first owner,2022,ACTIVE,Dealer,74286.32,Metro
  Rajasthan  ,40.48,Bajaj,Dominar 400,153930,2020,261,ELECTRIC,,2nd,2023,Expired,  Dealer  ,112310.42,TIER 1
  West Bengal  ,66.05,Royal Enfield,Himalayan,184871,2016,294,Hybrid,79.95,Third,2022,NOT AVAILABLE,Dealer,,TIER 3
Maharashtra,51.37,kawasaki,Ninja 400,137479,2022,243,Petrol,30.96,SECOND,2024,Not Available,Dealer,93483.87,Tier 3
  Tamil Nadu  ,63.31,Honda,Shine,388753,2024,831,PETROL,49.49,SECOND,2024,active,Individual,,METRO
madhya pradesh,26.82,Honda,Activa,210692,2018.0,563,Petrol,44.36,third owner,2022,Active,Individual,145539.08,Tier 3
MAHARASHTRA,5.52,Bajaj,Pulsar 150,329117,2021,353,  Hybrid  ,94.58,second owner,2024,Expired,  Individual  ,160238.0,tier 1
punjab,51.95,Yamaha,R15 V4,124051,2022,242,HYBRID,60.44,Third,2024,Not Available,individual,96175.3,TIER 3
MADHYA PRADESH,19.35,Yamaha,FZ V3,297148,2022,751,petrol,54.57,THIRD,2020,ACTIVE,Individual,209599.61,TIER 2
  Delhi  ,74.52,  TVS  ,Sport,390704,2022,841,Hybrid,94.34,third owner,2022,not available,dealer,195656.28,tier 2
  West Bengal  ,38.54,Yamaha,MT-15,99222,2021,918,Electric,96.54,First,2021,Expired,Dealer,56695.57,METRO
west bengal,62.46,ktm,Duke 200,283851,2022,936,  Hybrid  ,82.75,third owner,2022,Expired,Dealer,197259.57,Tier 2
MAHARASHTRA,9.12,royal enfield,Meteor 350,278745,2017,614,Electric,61.86,Second,2022,Active,Dealer,134549.41,Tier 2
  Madhya Pradesh  ,54.7,Kawasaki,Ninja 300,325210,2023,939,PETROL,34.82,FIRST,2023,Not Available,Individual,252524.87,Tier 3
  Madhya Pradesh  ,62.85,TVS,Apache RTR 160,143687,2015,618,Petrol,54.93,,2022,NOT AVAILABLE,dealer,109795.41,Metro
Delhi,56.03,TVS,NTorq 125,154990,2021,899,petrol,48.59,THIRD,2022,Expired,DEALER,106715.17,tier 2
maharashtra,22.07,TVS,Apache RTR 160,209473,2023,502,hybrid,97.4,Second,2024,  Expired  ,dealer,149494.00704958854,TIER 3
  Delhi  ,43.77,Bajaj,Avenger 220,150685,2017,224,Hybrid,71.5,second owner,2023,Active,Dealer,,metro
uttar pradesh,58.08,kawasaki,Vulcan S,226972,2020,640,Hybrid,71.75,THIRD,2021,  Not Available  ,Dealer,129343.32,Tier 3
Gujarat,19.17,tvs,Ronin,"₹234,842",2022,139,  Petrol  ,33.47,first owner,2022,Not Available,Dealer,140011.72,Tier 3
  Madhya Pradesh  ,65.87,  Bajaj  ,CT 100,109406,2021,605,  Hybrid  ,82.28,Second,2021,  Expired  ,Individual,70443.84,metro
KARNATAKA,74.43,ROYAL ENFIELD,Interceptor 650,102684,2024,662,Hybrid,84.82,THIRD,2024,NOT AVAILABLE,INDIVIDUAL,74667.96,TIER 2
rajasthan,50.66,Bajaj,Dominar 400,259648,2020,422,Petrol,48.87,Third,2024,,individual,151396.76,metro
Rajasthan,49.86,kawasaki,Versys 650,223492,2022,828,HYBRID,75.84,first owner,2022,Not Available,Dealer,119949.14,tier 1
  Tamil Nadu  ,59.84,  Hero  ,Xtreme 160R,265278,2021,287,petrol,26.37,1st,2021,ACTIVE,Dealer,115638.71,Metro
Karnataka,79.62,  Bajaj  ,Avenger 220,78373,2021,691,electric,65.53,THIRD,2023,  Active  ,Dealer,47807.02,metro
punjab,46.61,TVS,Sport,99544,2022,739,  Hybrid  ,87.92,,2022,Not Available,Dealer,40319.3,Tier 2
Maharashtra,50.06,KTM,125 Duke,198063,2024,741,Electric,,First,2024,Expired,Individual,105793.81,METRO
Tamil Nadu,79.61,Bajaj,Pulsar 150,210806,2022,375,Petrol,31.61,FIRST,2022,Active,Dealer,152463.25,Metro
Rajasthan,23.8,Bajaj,Dominar 400,131100,2020,769,Hybrid,89.98,THIRD,2023,,  Individual  ,66960.3,  Tier 3  
Madhya Pradesh,38.59,TVS,Apache RTR 160,"₹143,013",2023,606,  Hybrid  ,88.02,2nd,2024,  Expired  ,Dealer,82704.86,  Tier 1  
Uttar Pradesh,62.56,  Yamaha  ,Ray ZR,368101,2015,371,Petrol,47.21,Second,2021,Active,  Individual  ,204876.57,Tier 2
Gujarat,24.8,TVS,Jupiter,364784,2022,408,HYBRID,78.34,First,2022,expired,  Dealer  ,273452.37,Metro
Tamil Nadu,52.78,  Royal Enfield  ,Interceptor 650,224236,2023,112,Hybrid,67.33,2nd,2023,Active,Individual,174969.77,  Tier 3  
Punjab,26.93,KTM,390 Adventure,394084,2023,993,Hybrid,89.96,second owner,2023,active,DEALER,173899.0,METRO
DELHI,25.74,KTM,250 Duke,234788,2020,701,Petrol,41.02,SECOND,2021,expired,Individual,166760.27,TIER 3
  Delhi  ,63.27,  Yamaha  ,Ray ZR,80916,2017,818,hybrid,86.86,third owner,2024,  Not Available  ,  Dealer  ,47241.27,Tier 1
Punjab,25.1,  Kawasaki  ,Ninja 400,112674,2021,733,Hybrid,83.4,3rd,2024,Not Available,Individual,87367.08,Tier 1
Delhi,59.65,Kawasaki,Z650,320388,2022,680,Electric,65.63,,2022,  Not Available  ,Individual,139114.13,Tier 1
Uttar Pradesh,78.29,  Royal Enfield  ,Himalayan,313267,2018,395,hybrid,93.17,SECOND,2023,Not Available,Individual,222140.47,Tier 3
Delhi,63.72,YAMAHA,R15 V4,375951,2021,536,Petrol,39.11,first owner,2021,expired,INDIVIDUAL,285390.23,tier 2
Rajasthan,8.05,Kawasaki,Ninja 400,326850,2022,196,  Hybrid  ,64.54,3rd,2022,Expired,Dealer,159144.33,Metro
  Delhi  ,33.86,TVS,Ronin,157641,2020,103,ELECTRIC,75.41,2nd,2022,,Dealer,99372.17779775998,  Tier 3  
tamil nadu,72.35,KTM,125 Duke,160497,2023,757,Electric,96.29,,2023,Expired,DEALER,70520.61,TIER 3
Karnataka,65.38,honda,Dio,93102,2020,411,petrol,25.55,Third,2023,  Active  ,Dealer,63698.32,Tier 2
Gujarat,-5.0,Honda,Dio,261343,2022,841,Petrol,45.28,First,2022,active,Individual,196904.02,Tier 3
MAHARASHTRA,22.91,Bajaj,Avenger 220,101359,2021,445,hybrid,99.54,Third,2022,  Active  ,  Individual  ,66949.76,Tier 2
Punjab,25.62,Hero,Xtreme 160R,280860,2017,281,Electric,75.06,third owner,2024,  Expired  ,INDIVIDUAL,179876.89,Tier 2
TAMIL NADU,66.1,tvs,Apache RTR 160,123360,2021,166,Electric,91.24,second owner,2022,ACTIVE,Dealer,85224.79,Tier 3
karnataka,61.94,  Kawasaki  ,Vulcan S,395318,2024,329,Petrol,49.35,second owner,2024,Active,dealer,204416.83,Tier 3
tamil nadu,44.74,Bajaj,CT 100,"₹115,952",2023,435,PETROL,49.35,Second,2022,,Dealer,59595.78,Metro
MADHYA PRADESH,34.46,Yamaha,Ray ZR,61653,2018,343,Hybrid,66.75,,2021,expired,Dealer,38703.0,Metro
west bengal,27.56,tvs,Apache RTR 160,188472,2016,836,Hybrid,78.34,2nd,2024,not available,  Individual  ,141633.45,  Tier 2  
TAMIL NADU,49.59,ROYAL ENFIELD,Hunter 350,340023,2024,244,HYBRID,,Second,2024,EXPIRED,Dealer,242110.22,METRO
Tamil Nadu,32.1,bajaj,Dominar 400,68008,2023,214,HYBRID,65.4,First,2023,,dealer,,Tier 1
tamil nadu,63.51,Royal Enfield,Meteor 350,347659,2018,948,petrol,44.93,3rd,2022,Active,Individual,182421.13,Tier 2
Tamil Nadu,39.74,Bajaj,CT 100,267946,2019,786,Hybrid,96.65,Third,2024,Not Available,Individual,112839.28,Tier 1
Gujarat,8.25,TVS,Ronin,92637,2024,239,HYBRID,73.95,FIRST,2024,Expired,DEALER,62607.8,Tier 2
Delhi,75.2,  Honda  ,Dio,370227,2022,995,Hybrid,67.05,3rd,2024,  Active  ,dealer,149237.8,Tier 3
Maharashtra,61.34,yamaha,MT-15,148939,2024,897,  Electric  ,68.87,Second,2024,  Expired  ,Dealer,95866.88,Metro
Rajasthan,43.18,TVS,Ronin,391793,2023,205,PETROL,32.63,2nd,2023,  Active  ,dealer,204965.85679814135,Tier 1
WEST BENGAL,44.97,TVS,NTorq 125,78433,2022,108,HYBRID,88.82,First,2022,Expired,dealer,59243.11,Tier 1
Madhya Pradesh,66.82,ktm,Duke 200,273665,2023,985,Petrol,57.08,Second,2023,  Active  ,Dealer,167003.4,  Tier 2  
Rajasthan,18.07,Yamaha,MT-15,242740,2020,285,Hybrid,68.53,SECOND,2022,not available,Individual,184711.04,tier 1
GUJARAT,15.86,Tvs,NTorq 125,55688,2021,118,Petrol,51.8,second owner,2023,  Not Available  ,DEALER,32877.57,  Metro  
Maharashtra,72.0,Bajaj,Avenger 220,198651,2020,233,PETROL,42.35,2nd,2022,expired,Individual,81149.62,tier 2
punjab,10.49,  KTM  ,125 Duke,154031,2023,312,HYBRID,96.42,2nd,2023,Expired,dealer,106303.81,TIER 1
Rajasthan,21.13,Bajaj,Platina 110,341938,2023,855,HYBRID,68.42,THIRD,2024,Active,Dealer,145893.67,  Tier 3  
Tamil Nadu,7.89,Honda,Activa,382223,2020,984,Hybrid,62.03,THIRD,2023,  Expired  ,  Dealer  ,179213.78,TIER 1
punjab,66.91,royal enfield,Himalayan,86023,2022,567,Hybrid,72.15,2nd,2022,  Active  ,  Dealer  ,36843.26,Tier 2
Punjab,40.4,Hero,Splendor Plus,355146,2022,326,Petrol,56.98,1st,2022,NOT AVAILABLE,INDIVIDUAL,163971.02,Tier 1
TAMIL NADU,72.93,Hero,Passion Pro,68770,2021,906,  Hybrid  ,63.89,SECOND,2022,,Dealer,39518.43,Tier 3
TAMIL NADU,61.91,Royal Enfield,Interceptor 650,79777,2023,629,petrol,50.65,1st,2023,Active,  Dealer  ,55183.77,Metro
Uttar Pradesh,13.93,ktm,390 Adventure,376352,2021,342,ELECTRIC,99.9,first owner,2021,Active,Dealer,242920.78,TIER 3
Gujarat,44.83,  Kawasaki  ,Vulcan S,178160,2024,190,hybrid,,first owner,2024,Not Available,individual,132349.12,Tier 1
punjab,47.98,Yamaha,MT-15,362211,2021,467,Electric,77.95,Third,2024,Expired,  Dealer  ,232646.75,Tier 2
punjab,26.81,Kawasaki,Z650,354157,2020,831,Petrol,,second owner,2024,  Active  ,Individual,280800.95,Tier 3
Punjab,72.92,KTM,250 Duke,138246,2018,186,Electric,77.48,3rd,2021,Not Available,  Individual  ,93256.17,Metro
Punjab,61.09,Yamaha,MT-15,258775,2016,249,Petrol,40.78,Third,2024,Expired,INDIVIDUAL,,TIER 2
Rajasthan,73.18,HONDA,CBR 650R,227205,2023,209,Electric,62.14,SECOND,2023,Not Available,  Individual  ,99955.5,Tier 2
Gujarat,65.31,HONDA,Activa,220104,2015,468,Petrol,40.87,third owner,2021,expired,Dealer,98141.53,Tier 3
punjab,48.84,  Hero  ,Glamour,388052,2024,881,Petrol,45.39,third owner,2024,  Expired  ,DEALER,293659.66,METRO
Uttar Pradesh,30.93,honda,Activa,139485,2022,810,Hybrid,99.06,third owner,2022,active,Individual,60402.72,Tier 1
UTTAR PRADESH,67.13,Hero,HF Deluxe,295292,2020,279,Electric,98.74,SECOND,2023,Not Available,INDIVIDUAL,235207.33,Metro
Maharashtra,28.76,  KTM  ,RC 390,261095,2023,509,Hybrid,75.41,THIRD,2024,Active,individual,141720.09,Tier 3
Rajasthan,41.75,Ktm,125 Duke,128823,2017,997,Petrol,37.34,THIRD,2023,  Expired  ,DEALER,68996.61,metro
Tamil Nadu,67.34,BAJAJ,CT 100,114658,2023,572,ELECTRIC,96.57,first owner,2023,  Not Available  ,Dealer,64320.82,Tier 2
karnataka,20.25,  Honda  ,Dio,253160,2023,926,  Petrol  ,48.36,first owner,2023,,INDIVIDUAL,155007.94,METRO
Gujarat,63.63,Bajaj,Pulsar 150,"₹314,313",2023,824,  Hybrid  ,81.88,third owner,2023,Expired,dealer,164523.1,metro
WEST BENGAL,71.23,Yamaha,FZ V3,114889,2023,143,Petrol,31.99,third owner,2023,active,dealer,87753.67,Tier 3
tamil nadu,35.85,HERO,Glamour,137288,2022,704,  Electric  ,81.08,First,2022,expired,  Individual  ,98495.08,Metro
Delhi,55.08,Yamaha,Fascino 125,149753,2015,421,hybrid,98.05,,2023,expired,dealer,74379.93,  Metro  
West Bengal,50.35,KTM,Duke 200,287707,2016,243,  Petrol  ,26.63,SECOND,2023,Active,dealer,119648.68,metro
delhi,46.97,hero,Xtreme 160R,143370,2024,800,  Petrol  ,36.52,FIRST,2024,active,Individual,64267.18,Tier 1
MADHYA PRADESH,71.27,Hero,Passion Pro,302586,2021,432,ELECTRIC,93.76,Second,2022,not available,Dealer,193338.67,  Tier 3  
  Delhi  ,79.75,Hero,Glamour,303277,2019,344,Hybrid,68.26,3rd,2022,active,dealer,186000.9,tier 2
gujarat,26.94,Yamaha,Fascino 125,135012,2020,260,Hybrid,83.31,Second,2023,expired,Dealer,63944.87,Tier 3
DELHI,33.47,Kawasaki,Vulcan S,297343,2021,600,  Petrol  ,54.94,First,2021,expired,Individual,195201.55,Tier 3
GUJARAT,76.55,  Bajaj  ,Dominar 400,114740,2023,423,hybrid,64.35,Second,2023,  Expired  ,DEALER,69142.47,METRO
PUNJAB,18.83,  Kawasaki  ,Ninja 400,221949,2021,845,HYBRID,69.55,Second,2021,Not Available,Dealer,111384.18,Metro
madhya pradesh,19.8,TVS,Sport,96498,2015,424,  Electric  ,96.12,,2023,Not Available,  Dealer  ,55750.43,  Metro  
  Madhya Pradesh  ,32.27,Honda,Shine,224083,2019,1000,  Petrol  ,34.19,,2021,Active,Dealer,172777.77,  Tier 3  
Gujarat,28.75,Bajaj,Pulsar 150,90986,2021,421,Petrol,30.65,First,2021,not available,Individual,44021.34,  Tier 3  
Gujarat,70.83,bajaj,Platina 110,366567,2019,807,Electric,97.48,second owner,2023,  Active  ,Individual,253162.95,Tier 3
Maharashtra,14.21,HERO,Glamour,349976,2023,607,electric,83.36,,2023,,Dealer,162049.17,Metro
Uttar Pradesh,41.52,KTM,125 Duke,298060,2016,419,Electric,93.37,3rd,2021,Not Available,Individual,229329.7,Tier 1
MAHARASHTRA,16.87,kawasaki,Z650,218792,2020,926,Petrol,44.63,second owner,2021,  Expired  ,Dealer,171319.78,TIER 3
WEST BENGAL,6.65,Yamaha,MT-15,164432,2022,421,Electric,83.55,Third,2023,Expired,Dealer,121011.49,Tier 3
Tamil Nadu,42.66,Honda,Activa,"₹89,052",2016,183,hybrid,95.17,SECOND,2022,,Individual,64904.73,Tier 3
gujarat,51.5,Royal Enfield,Interceptor 650,134386,2021,270,HYBRID,99.25,First,2021,ACTIVE,INDIVIDUAL,89015.11,  Tier 3  
MADHYA PRADESH,51.83,yamaha,R15 V4,114138,2022,334,Electric,81.67,Second,2024,  Expired  ,  Individual  ,71700.15,Tier 2
  West Bengal  ,72.4,  Yamaha  ,Fascino 125,77073,2019,656,Hybrid,84.97,3rd,2024,Active,Dealer,33284.29,Tier 3
  Karnataka  ,60.74,KTM,390 Adventure,61526,2016,598,  Electric  ,81.38,SECOND,2022,Not Available,Individual,27992.34,Metro
maharashtra,42.17,Yamaha,FZ V3,281941,2017,977,Petrol,38.29,second owner,2023,Expired,Dealer,151060.59,METRO
Tamil Nadu,6.1,Honda,Shine,270756,2023,600,PETROL,29.98,1st,2023,NOT AVAILABLE,Individual,179771.87,Tier 1
karnataka,20.35,Bajaj,CT 100,196884,2022,126,hybrid,89.17,,2022,ACTIVE,Dealer,112148.05,tier 3
PUNJAB,9.95,Hero,Passion Pro,221715,2020,603,Electric,72.75,THIRD,2023,Expired,Individual,109856.05,Tier 3
Tamil Nadu,13.37,Kawasaki,Ninja 300,248112,2021,970,Petrol,37.42,3rd,2024,  Expired  ,individual,134000.33,TIER 1
Gujarat,37.05,Kawasaki,Ninja 400,79732,2024,624,Electric,73.05,,2024,,DEALER,60305.07,Tier 3
GUJARAT,56.88,  Hero  ,Xtreme 160R,375931,2016,748,  Hybrid  ,80.84,2nd,2024,active,dealer,220215.59,Tier 1
MAHARASHTRA,71.13,Kawasaki,Ninja 400,"₹56,620",2022,203,electric,71.07,3rd,2022,NOT AVAILABLE,INDIVIDUAL,38574.4,Tier 3
Punjab,65.92,TVS,Ronin,257631,2022,945,Petrol,32.68,SECOND,2022,Not Available,Dealer,135359.93,Tier 1
  Karnataka  ,78.3,Royal Enfield,Meteor 350,238208,2024,725,electric,63.72,Second,2024,Not Available,Dealer,147401.27,Tier 1
  Rajasthan  ,54.29,honda,Shine,160125,2017,266,electric,80.59,Second,2024,not available,dealer,98857.75,tier 2
Madhya Pradesh,77.84,Bajaj,Platina 110,95870,2021,360,  Electric  ,62.88,2nd,2023,,  Dealer  ,63766.75,TIER 3
karnataka,70.96,KTM,RC 390,261738,2019,190,Electric,61.31,third owner,2017,  Expired  ,Dealer,,Metro
Uttar Pradesh,-5.0,BAJAJ,Pulsar 150,202659,2021,939,Hybrid,88.66,3rd,2021,Not Available,  Dealer  ,114352.22,Tier 1
madhya pradesh,76.95,  Honda  ,Activa,307480,2024,644,Electric,92.69,second owner,2024,Expired,Individual,194065.91,metro
  Punjab  ,33.26,KTM,125 Duke,367520,2018,858,  Hybrid  ,78.44,Third,2021,NOT AVAILABLE,Individual,271911.16,metro
West Bengal,75.88,Hero,HF Deluxe,211565,2023,746,Petrol,32.27,first owner,2023,ACTIVE,Dealer,143430.19,METRO
West Bengal,53.84,  Bajaj  ,Platina 110,336423,2017,431,Petrol,33.01,3rd,2022,Expired,Dealer,262762.48187627277,  Tier 2  
  Uttar Pradesh  ,19.46,  Honda  ,Dio,143391,2017,758,ELECTRIC,60.7,SECOND,2021,  Active  ,  Individual  ,75735.08,Tier 3
PUNJAB,60.55,  Yamaha  ,R15 V4,131290,2020,847,hybrid,74.35,,2022,Not Available,individual,80645.72,Tier 2
TAMIL NADU,58.82,Hero,Glamour,85570,2019,739,  Electric  ,63.61,Second,2024,Active,INDIVIDUAL,66715.56,  Tier 3  
  Tamil Nadu  ,45.3,TVS,Ronin,"₹384,386",2019,430,  Electric  ,87.44,Second,2024,Expired,Individual,220812.99,TIER 1
Tamil Nadu,26.17,honda,Dio,"₹356,765",2024,276,  Petrol  ,34.67,FIRST,2024,not available,Individual,218747.52,METRO
KARNATAKA,63.01,  Bajaj  ,Dominar 400,203359,2019,144,Hybrid,92.53,Third,2023,Active,Individual,122570.15,Tier 3
GUJARAT,71.69,Royal Enfield,Interceptor 650,381299,2017,914,HYBRID,94.16,,2022,Expired,  Individual  ,247911.15,Tier 3
  Rajasthan  ,50.37,  Bajaj  ,Pulsar 150,256995,2022,700,electric,74.55,SECOND,2023,expired,individual,194452.64,Tier 3
west bengal,9.94,Royal Enfield,Interceptor 650,225007,2016,260,Petrol,31.8,second owner,2022,EXPIRED,DEALER,106826.92,Tier 2
  Punjab  ,9.28,Bajaj,CT 100,"₹287,728",2020,887,Petrol,57.05,3rd,2023,Active,Dealer,230139.75,Tier 2
Delhi,55.05,Bajaj,Avenger 220,193745,2018,948,hybrid,97.33,SECOND,2022,Active,Dealer,96319.54,tier 1
DELHI,16.74,Yamaha,R15 V4,318860,2022,601,Hybrid,96.43,2nd,2022,Expired,DEALER,226215.44,Tier 2
rajasthan,54.59,Bajaj,Avenger 220,114390,2021,192,Hybrid,86.05,second owner,2023,NOT AVAILABLE,dealer,79747.16,TIER 1
Gujarat,13.36,KTM,Duke 200,328348,2021,732,Hybrid,88.09,second owner,2022,not available,Individual,250192.69,Tier 1
Maharashtra,11.48,Kawasaki,Vulcan S,284629,2023,448,Electric,62.32,Second,2024,Not Available,Dealer,186638.19,Tier 1
WEST BENGAL,39.52,  Honda  ,Unicorn,334528,2016,575,Petrol,30.64,3rd,2023,EXPIRED,Individual,244608.37,TIER 3
RAJASTHAN,57.07,  TVS  ,Sport,372092,2020,651,PETROL,,SECOND,2021,  Active  ,DEALER,168522.31,Metro
Rajasthan,54.96,  Yamaha  ,MT-15,158719,2023,844,HYBRID,91.08,1st,2023,Not Available,Individual,112603.15,TIER 1
west bengal,74.72,TVS,NTorq 125,319237,2024,512,Hybrid,84.97,2nd,2024,Not Available,individual,186415.12,Tier 1
Karnataka,61.49,TVS,NTorq 125,109222,2023,918,PETROL,27.12,SECOND,2023,Active,INDIVIDUAL,65677.06,Metro
RAJASTHAN,59.86,  KTM  ,250 Duke,221026,2024,482,  Hybrid  ,75.11,first owner,2024,,DEALER,,METRO
PUNJAB,34.5,hero,HF Deluxe,373225,2022,900,Electric,96.8,2nd,2024,  Not Available  ,Individual,156920.44,  Metro  
Gujarat,50.75,tvs,Ronin,295314,2021,380,Petrol,27.19,THIRD,2021,Expired,Dealer,147998.64,Metro
UTTAR PRADESH,73.63,Yamaha,MT-15,291615,2018,668,Petrol,58.13,2nd,2023,Active,individual,220795.37,Tier 2
West Bengal,17.41,Honda,Activa,57344,2019,104,PETROL,42.88,second owner,2024,active,Dealer,35278.19,Tier 2
